      No     Day     Mon    Year  Qobs_0000000001  Qsim_0000000001  Qobs_0000000002  Qsim_0000000002  Qobs_0000000003  Qsim_0000000003
     295      22      10    1997        0.7700000        0.3862052        1.1800000        0.3050291        0.8700000        0.1887901
     296      23      10    1997        0.9500000        0.3785048        0.7700000        0.3001479        0.4600000        0.1869665
     297      24      10    1997        0.8300000        0.3723736        0.5900000        0.2963347        0.4600000        0.1849868
     298      25      10    1997        0.8300000        0.3674011        0.7000000        0.2945379        0.4200000        0.1876619
     299      26      10    1997        0.8300000        0.3637663        0.6400000        0.2961829        0.4200000        0.1904041
     300      27      10    1997        0.8300000        0.3620158        0.4300000        0.2982209        0.3800000        0.1874976
     301      28      10    1997        0.7700000        0.3619250        0.4300000        0.2958586        0.3800000        0.1829216
     302      29      10    1997        0.7100000        0.3617295        0.4300000        0.2906975        0.3800000        0.1794629
     303      30      10    1997        0.7100000        0.3595429        0.3900000        0.2857155        0.3400000        0.1762796
     304      31      10    1997        0.8300000        0.3552906        0.3900000        0.2811295        0.3400000        0.1733413
     305       1      11    1997        0.7100000        0.3502391        0.3500000        0.2769631        0.3400000        0.1706217
     306       2      11    1997        0.6100000        0.3453421        0.3500000        0.2730798        0.3400000        0.1680993
     307       3      11    1997        0.6100000        0.3408872        0.3500000        0.2697369        0.3400000        0.1675340
     308       4      11    1997        0.5100000        0.3369562        0.3500000        0.2672179        0.3400000        0.1660419
     309       5      11    1997        0.6100000        0.3336585        0.3500000        0.2667693        0.3400000        0.1749774
     310       6      11    1997        0.6600000        0.3378069        0.3500000        0.2896486        0.3800000        0.2524233
     311       7      11    1997        0.8300000        0.3457653        0.4300000        0.3288912        0.3800000        0.2222328
     312       8      11    1997        0.9500000        0.3595910        0.3500000        0.3353284        0.3800000        0.1919527
     313       9      11    1997        0.8900000        0.3794276        0.3900000        0.3164482        0.3800000        0.2151652
     314      10      11    1997        0.8900000        0.3881836        0.3900000        0.3171017        0.3800000        0.2269599
     315      11      11    1997        0.8900000        0.3857902        0.3900000        0.3274104        0.3800000        0.2056901
     316      12      11    1997        0.8900000        0.6683370        0.3900000        0.6299963        0.3800000        0.4580186
     317      13      11    1997        1.0200000        0.8511120        0.7700000        0.5185959        0.6700000        0.3883922
     318      14      11    1997        1.1000000        0.7290513        0.7700000        0.5369883        0.5600000        0.2905031
     319      15      11    1997        0.8300000        1.1751694        0.5900000        0.7298278        0.4600000        0.4340269
     320      16      11    1997        0.8900000        1.3954509        0.7700000        0.5512270        0.5600000        0.4030173
     321      17      11    1997        0.8900000        0.9826551        0.6400000        0.5503705        0.4600000        0.3449175
     322      18      11    1997        0.8900000        0.7024847        0.4800000        0.5033655        0.4600000        0.3214292
     323      19      11    1997        0.8900000        0.6143890        0.4300000        0.4622958        0.4600000        0.3018200
     324      20      11    1997        0.8900000        0.5722988        0.3900000        0.4333578        0.4600000        0.2846201
     325      21      11    1997        0.8900000        0.5357484        0.3900000        0.4118342        0.4600000        0.2695843
     326      22      11    1997        0.8900000        0.5042664        0.3900000        0.3929849        0.4600000        0.2562346
     327      23      11    1997        0.7100000        0.4798707        0.3900000        0.3762378        0.4600000        0.2443494
     328      24      11    1997        0.6600000        0.4598274        0.3900000        0.3612565        0.4200000        0.2337668
     329      25      11    1997        0.6100000        0.4422984        0.3500000        0.3478317        0.3800000        0.2243165
     330      26      11    1997        0.5100000        0.4266408        0.3100000        0.3357769        0.3800000        0.2158508
     331      27      11    1997        0.5100000        0.4125922        0.3100000        0.3249232        0.3800000        0.2082435
     332      28      11    1997        0.5100000        0.4005798        0.3100000        0.3167554        0.3400000        0.2082619
     333      29      11    1997        0.5100000        0.3903300        0.3100000        0.3126262        0.3400000        0.2122454
